generation,value,text,info,entry,assoc_num,personID
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
y1,0,,,,,
y2,0,,,,,
y3,0,,,,,
y4,0,,,,,
y5,0,,,,,
y6,0,,,,,
y7,0,,,,,
y8,60,周必端,"周必端: 曾孫女婿, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,3246.0
y9,40,蔡衢,"蔡衢: 孫, nan, 2 social connections.",,2.0,3852.0
y10,20,王安石,"王安石: 子, nan, 765 social connections.",,765.0,1762.0
y11,100,吳氏,"吳氏: 封贈, 2",封贈,2.0,5134.0
y12,-20,蔡準,"蔡準: 父, nan, 0 social connections.",,0.0,12013.0
y13,-40,朱巽,"朱巽: 祖父, 科舉: 進士(籠統), 0 social connections.",科舉: 進士(籠統),0.0,521.0
y14,0,,,,,
y15,0,,,,,
y16,0,,,,,
y17,0,,,,,
y18,0,,,,,
y19,0,,,,,
y20,0,,,,,
y21,0,,,,,
